month,product_group_id,product_group_name,market_revenue,revenue_amazon
2025-04-01,8,Integrated Stovetops,1375715584.0,129912104.0
2025-05-01,8,Integrated Stovetops,1447128960.0,121227736.0
2025-06-01,8,Integrated Stovetops,1386333568.0,113029232.0
2025-07-01,8,Integrated Stovetops,1535313280.0,132165288.0
2025-08-01,8,Integrated Stovetops,1565382144.0,146963920.0
2025-09-01,8,Integrated Stovetops,1556188288.0,147626272.0
2025-10-01,8,Integrated Stovetops,1599428864.0,150881552.0
2025-11-01,8,Integrated Stovetops,1484544768.0,135442256.0
2025-12-01,8,Integrated Stovetops,1626796672.0,153579440.0
2025-01-01,9,Cooking Appliances,1758154240.0,156788752.0
2025-02-01,9,Cooking Appliances,1535797632.0,151606512.0
2025-03-01,9,Cooking Appliances,1815624064.0,163050336.0
2025-04-01,9,Cooking Appliances,1415450112.0,135949232.0
2025-05-01,9,Cooking Appliances,1375265920.0,123087752.0
2025-06-01,9,Cooking Appliances,1388967296.0,138753440.0
2025-07-01,9,Cooking Appliances,1578968064.0,140855744.0
2025-08-01,9,Cooking Appliances,1425781888.0,144536176.0
2025-09-01,9,Cooking Appliances,1494779264.0,130654608.0
2025-10-01,9,Cooking Appliances,1472595200.0,146410720.0
2025-11-01,9,Cooking Appliances,1356369664.0,129647144.0
2025-12-01,9,Cooking Appliances,1476495872.0,131083088.0
2025-01-01,10,Baking Ovens,1646877056.0,179841376.0
2025-02-01,10,Baking Ovens,1613896320.0,157925600.0
2025-03-01,10,Baking Ovens,1131620992.0,121653784.0
2025-04-01,10,Baking Ovens,1301499520.0,131248872.0
2025-05-01,10,Baking Ovens,1387221248.0,143656000.0
2025-06-01,10,Baking Ovens,1588576896.0,170672672.0
2025-07-01,10,Baking Ovens,1819967232.0,175192544.0
2025-08-01,10,Baking Ovens,1852039936.0,174302688.0
2025-09-01,10,Baking Ovens,1794923136.0,154732256.0
2025-10-01,10,Baking Ovens,1578863488.0,157629152.0
2025-11-01,10,Baking Ovens,1620375040.0,186573856.0
2025-12-01,10,Baking Ovens,1410442112.0,140752896.0
2025-01-01,11,Climate Control Units,1000000000.0,137517936.0
2025-02-01,11,Climate Control Units,1000000000.0,138251296.0
2025-03-01,11,Climate Control Units,1000000000.0,138762560.0
2025-04-01,11,Climate Control Units,1000000000.0,138826832.0
2025-05-01,11,Climate Control Units,1000000000.0,143379520.0
2025-06-01,11,Climate Control Units,1000000000.0,142723712.0
2025-07-01,11,Climate Control Units,1000000000.0,146958736.0
2025-08-01,11,Climate Control Units,1000000000.0,147974688.0
2025-09-01,11,Climate Control Units,1000000000.0,139584064.0
2025-10-01,11,Climate Control Units,1000000000.0,142572416.0
2025-11-01,11,Climate Control Units,1000000000.0,143816608.0
2025-12-01,11,Climate Control Units,1000000000.0,141082592.0
2025-01-01,13,Digital Tablets,3456835584.0,396340192.0
2025-02-01,13,Digital Tablets,3518497536.0,475184832.0
2025-03-01,13,Digital Tablets,3354632448.0,432044480.0
2025-04-01,13,Digital Tablets,3208027392.0,431928416.0
2025-05-01,13,Digital Tablets,3049876480.0,432100544.0
2025-06-01,13,Digital Tablets,2753719296.0,413660352.0
2025-07-01,13,Digital Tablets,2880142848.0,365241536.0
2025-08-01,13,Digital Tablets,2881879296.0,412254688.0
2025-09-01,13,Digital Tablets,2819417600.0,435269056.0
2025-10-01,13,Digital Tablets,3113934336.0,449774528.0
2025-11-01,13,Digital Tablets,2671491072.0,436878144.0
2025-12-01,13,Digital Tablets,2721363456.0,448055136.0
2025-01-01,14,Display Screens,1713141248.0,570690880.0
2025-02-01,14,Display Screens,1502272128.0,535689472.0
2025-03-01,14,Display Screens,1437932544.0,628857600.0
2025-04-01,14,Display Screens,1416212992.0,540509312.0
2025-05-01,14,Display Screens,1549998080.0,599008128.0
2025-06-01,14,Display Screens,1429108096.0,554934592.0
2025-07-01,14,Display Screens,1582361216.0,632443648.0
2025-08-01,14,Display Screens,1497820032.0,639834880.0
2025-09-01,14,Display Screens,1459214208.0,613592640.0
2025-10-01,14,Display Screens,1276403584.0,463168896.0
2025-11-01,14,Display Screens,1384264704.0,469225120.0
2025-12-01,14,Display Screens,1308701440.0,554130304.0
2025-01-01,15,Mobile Phones & Refurbished Devices,38528724992.0,2297096448.0
2025-02-01,15,Mobile Phones & Refurbished Devices,38080290816.0,2259319552.0
2025-03-01,15,Mobile Phones & Refurbished Devices,36741849088.0,2133783552.0
2025-04-01,15,Mobile Phones & Refurbished Devices,38891106304.0,2114669568.0
2025-05-01,15,Mobile Phones & Refurbished Devices,36510945280.0,1903015808.0
2025-06-01,15,Mobile Phones & Refurbished Devices,36155949056.0,2478561536.0
2025-07-01,15,Mobile Phones & Refurbished Devices,34630332416.0,2476917760.0
2025-08-01,15,Mobile Phones & Refurbished Devices,37156962304.0,2532978944.0
2025-09-01,15,Mobile Phones & Refurbished Devices,34965856256.0,2446394112.0
2025-10-01,15,Mobile Phones & Refurbished Devices,39912529920.0,2526553088.0
2025-11-01,15,Mobile Phones & Refurbished Devices,41799430144.0,2427308800.0
2025-12-01,15,Mobile Phones & Refurbished Devices,34386464768.0,2475261696.0
2025-01-01,16,Flat-Screen TVs,12574516224.0,956972672.0
2025-02-01,16,Flat-Screen TVs,12637270016.0,927713280.0
2025-03-01,16,Flat-Screen TVs,11469774848.0,1009569600.0
2025-04-01,16,Flat-Screen TVs,12086554624.0,884333248.0
2025-05-01,16,Flat-Screen TVs,11427307520.0,833998592.0
2025-06-01,16,Flat-Screen TVs,12541775872.0,1049269824.0
2025-07-01,16,Flat-Screen TVs,13539229696.0,975289792.0
2025-08-01,16,Flat-Screen TVs,13371667456.0,928161536.0
2025-09-01,16,Flat-Screen TVs,13102224384.0,993670080.0
2025-10-01,16,Flat-Screen TVs,11295477760.0,996811392.0
2025-11-01,16,Flat-Screen TVs,11056933888.0,886600640.0
2025-12-01,16,Flat-Screen TVs,11979872256.0,1003165760.0
2025-01-01,17,Floor Cleaning Devices,4749279744.0,556530816.0
2025-02-01,17,Floor Cleaning Devices,4943922176.0,709450496.0
2025-03-01,17,Floor Cleaning Devices,5274598400.0,674364096.0
2025-04-01,17,Floor Cleaning Devices,5200988160.0,730556544.0
2025-05-01,17,Floor Cleaning Devices,5339685888.0,681528128.0
2025-06-01,17,Floor Cleaning Devices,5523985408.0,830113664.0
2025-07-01,17,Floor Cleaning Devices,5671300096.0,758442176.0
2025-08-01,17,Floor Cleaning Devices,4840125952.0,728714752.0
2025-09-01,17,Floor Cleaning Devices,5210632704.0,652684288.0
2025-10-01,17,Floor Cleaning Devices,5122018304.0,686596544.0
2025-11-01,17,Floor Cleaning Devices,5175293440.0,667166592.0
2025-12-01,17,Floor Cleaning Devices,5057442816.0,676146048.0
2025-01-01,18,Fabric Care Appliances,1494492288.0,222715264.0
2025-02-01,18,Fabric Care Appliances,1377863552.0,224331440.0
2025-03-01,18,Fabric Care Appliances,1369850496.0,220016992.0
2025-04-01,18,Fabric Care Appliances,1340836864.0,224192128.0
2025-05-01,18,Fabric Care Appliances,1311872640.0,209902144.0
2025-06-01,18,Fabric Care Appliances,1368807424.0,215029984.0
2025-07-01,18,Fabric Care Appliances,1381004160.0,209027840.0
2025-08-01,18,Fabric Care Appliances,1444785408.0,222123040.0
2025-09-01,18,Fabric Care Appliances,1408664960.0,228020976.0
2025-10-01,18,Fabric Care Appliances,1439832960.0,237676112.0
2025-11-01,18,Fabric Care Appliances,1523298048.0,238933392.0
2025-12-01,18,Fabric Care Appliances,1565600256.0,236558624.0
2025-01-01,19,Electric Cookware,1000000000.0,145285440.0
2025-02-01,19,Electric Cookware,1000000000.0,144455456.0
2025-03-01,19,Electric Cookware,1000000000.0,141341872.0
2025-04-01,19,Electric Cookware,1000000000.0,142180752.0
2025-05-01,19,Electric Cookware,1000000000.0,152678256.0
2025-06-01,19,Electric Cookware,1000000000.0,138932704.0
2025-07-01,19,Electric Cookware,1000000000.0,153732352.0
2025-08-01,19,Electric Cookware,1000000000.0,145968368.0
2025-09-01,19,Electric Cookware,1000000000.0,152074656.0
2025-10-01,19,Electric Cookware,1000000000.0,143195104.0
2025-11-01,19,Electric Cookware,1000000000.0,154640288.0
2025-12-01,19,Electric Cookware,1000000000.0,152720864.0
2025-01-01,21,Smart Wearables,2472740352.0,211064352.0
2025-02-01,21,Smart Wearables,2321155072.0,210298624.0
2025-03-01,21,Smart Wearables,2238850560.0,210925392.0
2025-04-01,21,Smart Wearables,2394731008.0,205552704.0
2025-05-01,21,Smart Wearables,2440321280.0,213243600.0
2025-06-01,21,Smart Wearables,2350812928.0,209505984.0
2025-07-01,21,Smart Wearables,2424865024.0,210605584.0
2025-08-01,21,Smart Wearables,2331579136.0,200609344.0
2025-09-01,21,Smart Wearables,2465422592.0,204615824.0
2025-10-01,21,Smart Wearables,2197948928.0,190960560.0
2025-11-01,21,Smart Wearables,2370130688.0,193845168.0
2025-12-01,21,Smart Wearables,2166378752.0,189712512.0
2025-01-01,23,Hot Beverage Machines,1794478080.0,254745152.0
2025-02-01,23,Hot Beverage Machines,1709315840.0,244664064.0
2025-03-01,23,Hot Beverage Machines,1733128960.0,295725824.0
2025-04-01,23,Hot Beverage Machines,1611295360.0,312042528.0
2025-05-01,23,Hot Beverage Machines,1482691328.0,318171232.0
2025-06-01,23,Hot Beverage Machines,1547963520.0,304193216.0
2025-07-01,23,Hot Beverage Machines,1647456768.0,243003776.0
2025-08-01,23,Hot Beverage Machines,1660876032.0,286980352.0
2025-09-01,23,Hot Beverage Machines,1543928960.0,314286080.0
2025-10-01,23,Hot Beverage Machines,1394817792.0,338804064.0
2025-11-01,23,Hot Beverage Machines,1560827136.0,348648256.0
2025-12-01,23,Hot Beverage Machines,1580423680.0,338162336.0
2025-01-01,26,Kitchen Prep Appliances,1405301248.0,214694704.0
2025-02-01,26,Kitchen Prep Appliances,1419365760.0,236953184.0
2025-03-01,26,Kitchen Prep Appliances,1435823872.0,232872688.0
2025-04-01,26,Kitchen Prep Appliances,1520478336.0,246371456.0
2025-05-01,26,Kitchen Prep Appliances,1549274112.0,225563024.0
2025-06-01,26,Kitchen Prep Appliances,1582587008.0,237954032.0
2025-07-01,26,Kitchen Prep Appliances,1631695360.0,221237424.0
2025-08-01,26,Kitchen Prep Appliances,1595601792.0,235010256.0
2025-09-01,26,Kitchen Prep Appliances,1346874624.0,219959264.0
2025-10-01,26,Kitchen Prep Appliances,1577079680.0,238353632.0
2025-11-01,26,Kitchen Prep Appliances,1480670208.0,226404656.0
2025-12-01,26,Kitchen Prep Appliances,1552113792.0,230005680.0
2025-01-01,27,Electric Razors,1000000000.0,244029760.0
2025-02-01,27,Electric Razors,1000000000.0,226937360.0
2025-03-01,27,Electric Razors,1000000000.0,254354320.0
2025-04-01,27,Electric Razors,1000000000.0,248695568.0
2025-05-01,27,Electric Razors,1000000000.0,244583264.0
2025-06-01,27,Electric Razors,1000000000.0,237403552.0
2025-07-01,27,Electric Razors,1000000000.0,234185872.0
2025-08-01,27,Electric Razors,1000000000.0,237204144.0
2025-09-01,27,Electric Razors,1000000000.0,234708320.0
2025-10-01,27,Electric Razors,1000000000.0,241283712.0
2025-11-01,27,Electric Razors,1000000000.0,246368608.0
2025-12-01,27,Electric Razors,1000000000.0,243013136.0
2025-01-01,29,All-in-One Printers & Printers,1000000000.0,220477872.0
2025-02-01,29,All-in-One Printers & Printers,1000000000.0,213803632.0
2025-03-01,29,All-in-One Printers & Printers,1000000000.0,204948496.0
2025-04-01,29,All-in-One Printers & Printers,1000000000.0,210485376.0
2025-05-01,29,All-in-One Printers & Printers,1000000000.0,212131072.0
2025-06-01,29,All-in-One Printers & Printers,1000000000.0,212001760.0
2025-07-01,29,All-in-One Printers & Printers,1000000000.0,193868688.0
2025-08-01,29,All-in-One Printers & Printers,1000000000.0,209640704.0
2025-09-01,29,All-in-One Printers & Printers,1000000000.0,193429328.0
2025-10-01,29,All-in-One Printers & Printers,1000000000.0,198388672.0
2025-11-01,29,All-in-One Printers & Printers,1000000000.0,211104352.0
2025-12-01,29,All-in-One Printers & Printers,1000000000.0,212468960.0
2025-01-01,30,Electric Kettles & Heaters,1000000000.0,130561128.0
2025-02-01,30,Electric Kettles & Heaters,1000000000.0,130207824.0
2025-03-01,30,Electric Kettles & Heaters,1000000000.0,130407680.0
2025-04-01,30,Electric Kettles & Heaters,1000000000.0,136309760.0
2025-05-01,30,Electric Kettles & Heaters,1000000000.0,131053488.0
2025-06-01,30,Electric Kettles & Heaters,1000000000.0,134307904.0
2025-07-01,30,Electric Kettles & Heaters,1000000000.0,136930800.0
2025-08-01,30,Electric Kettles & Heaters,1000000000.0,135419408.0
2025-09-01,30,Electric Kettles & Heaters,1000000000.0,127657232.0
2025-10-01,30,Electric Kettles & Heaters,1000000000.0,129188768.0
2025-11-01,30,Electric Kettles & Heaters,1000000000.0,127212712.0
2025-12-01,30,Electric Kettles & Heaters,1000000000.0,126974016.0
2025-01-01,34,Sandwich Makers & Grills,1000000000.0,152497344.0
2025-02-01,34,Sandwich Makers & Grills,1000000000.0,141568160.0
2025-03-01,34,Sandwich Makers & Grills,1000000000.0,165476928.0
2025-04-01,34,Sandwich Makers & Grills,1000000000.0,144808144.0
2025-05-01,34,Sandwich Makers & Grills,1000000000.0,155348656.0
2025-06-01,34,Sandwich Makers & Grills,1000000000.0,142955776.0
2025-07-01,34,Sandwich Makers & Grills,1000000000.0,142484832.0
2025-08-01,34,Sandwich Makers & Grills,1000000000.0,157985840.0
2025-09-01,34,Sandwich Makers & Grills,1000000000.0,144778880.0
2025-10-01,34,Sandwich Makers & Grills,1000000000.0,147262752.0
2025-11-01,34,Sandwich Makers & Grills,1000000000.0,151290336.0
2025-12-01,34,Sandwich Makers & Grills,1000000000.0,165418880.0
2025-01-01,36,Mice & Keyboards,1386593792.0,442736192.0
2025-02-01,36,Mice & Keyboards,1323957248.0,430334080.0
2025-03-01,36,Mice & Keyboards,1407533056.0,438897504.0
2025-04-01,36,Mice & Keyboards,1483780864.0,442150496.0
2025-05-01,36,Mice & Keyboards,1488643072.0,434626816.0
2025-06-01,36,Mice & Keyboards,1571904384.0,411467904.0
2025-07-01,36,Mice & Keyboards,1470843776.0,406119040.0
2025-08-01,36,Mice & Keyboards,1408530304.0,401264128.0
2025-09-01,36,Mice & Keyboards,1629568128.0,364899936.0
2025-10-01,36,Mice & Keyboards,1392422400.0,404481984.0
2025-11-01,36,Mice & Keyboards,1401737600.0,408627744.0
2025-12-01,36,Mice & Keyboards,1809241600.0,509913600.0
2025-01-01,39,Desktop Computers,1680612224.0,368677184.0
2025-02-01,39,Desktop Computers,1360900736.0,431744896.0
2025-03-01,39,Desktop Computers,1532566656.0,426314592.0
2025-04-01,39,Desktop Computers,1354382592.0,414913504.0
2025-05-01,39,Desktop Computers,1558297472.0,497593216.0
2025-06-01,39,Desktop Computers,1503094656.0,441186880.0
2025-07-01,39,Desktop Computers,1552819072.0,480818368.0
2025-08-01,39,Desktop Computers,1291810944.0,434043296.0
2025-09-01,39,Desktop Computers,1312826496.0,420635456.0
2025-10-01,39,Desktop Computers,1656439040.0,493160928.0
2025-11-01,39,Desktop Computers,1627587456.0,515512704.0
2025-12-01,39,Desktop Computers,1234942976.0,419365568.0
2025-01-01,40,Audio Headsets,3379528192.0,534142560.0
2025-02-01,40,Audio Headsets,2781345024.0,416445216.0
2025-03-01,40,Audio Headsets,3881826304.0,493776736.0
2025-04-01,40,Audio Headsets,3966224128.0,481421184.0
2025-05-01,40,Audio Headsets,3416970496.0,497769920.0
2025-06-01,40,Audio Headsets,4047788800.0,503053920.0
2025-07-01,40,Audio Headsets,3816432896.0,528861280.0
2025-08-01,40,Audio Headsets,3727982592.0,454562848.0
2025-09-01,40,Audio Headsets,3842312192.0,414312864.0
2025-10-01,40,Audio Headsets,3387818496.0,424425984.0
2025-11-01,40,Audio Headsets,3477540864.0,400484288.0
2025-12-01,40,Audio Headsets,3744416000.0,449950912.0
2025-01-01,43,Communication Gadgets,1509864960.0,344775456.0
2025-02-01,43,Communication Gadgets,1551239552.0,372465888.0
2025-03-01,43,Communication Gadgets,1538396416.0,353484736.0
2025-04-01,43,Communication Gadgets,1405311488.0,334743392.0
2025-05-01,43,Communication Gadgets,1610582656.0,415377248.0
2025-06-01,43,Communication Gadgets,1508803328.0,373157632.0
2025-07-01,43,Communication Gadgets,1442911104.0,416410912.0
2025-08-01,43,Communication Gadgets,1642251520.0,368571904.0
2025-09-01,43,Communication Gadgets,1448760704.0,361856608.0
2025-10-01,43,Communication Gadgets,1691303808.0,366392928.0
2025-11-01,43,Communication Gadgets,1559291008.0,349056416.0
2025-12-01,43,Communication Gadgets,1590788736.0,406401440.0
